instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type
16241,14-11-2012,4,1,11,10,0,3,1,1,0.32,0.2879,0.45,0.3582,18,153,171,train
16242,14-11-2012,4,1,11,11,0,3,1,1,0.32,0.303,0.49,0.2537,25,126,151,train
16243,14-11-2012,4,1,11,12,0,3,1,1,0.34,0.3333,0.46,0,40,200,240,train
16244,14-11-2012,4,1,11,13,0,3,1,1,0.36,0.3333,0.43,0.2537,32,182,214,train
16245,14-11-2012,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181,train
16246,14-11-2012,4,1,11,15,0,3,1,1,0.36,0.3333,0.43,0.2836,32,228,260,train
16247,14-11-2012,4,1,11,16,0,3,1,1,0.34,0.3485,0.46,0.1045,31,290,321,train
16248,14-11-2012,4,1,11,17,0,3,1,1,0.32,0.3182,0.49,0.194,19,564,583,train
16249,14-11-2012,4,1,11,18,0,3,1,1,0.32,0.3182,0.53,0.1642,24,543,567,train
16250,14-11-2012,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,28,368,396,train
16251,14-11-2012,4,1,11,20,0,3,1,1,0.3,0.3182,0.52,0.0896,15,252,267,train
16252,14-11-2012,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0,5,208,213,train
16253,14-11-2012,4,1,11,22,0,3,1,1,0.28,0.3182,0.61,0,6,167,173,train
16254,14-11-2012,4,1,11,23,0,3,1,1,0.24,0.2424,0.7,0.1343,9,78,87,train
16255,15-11-2012,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0,1,33,34,train
16256,15-11-2012,4,1,11,1,0,4,1,2,0.26,0.2727,0.65,0.1045,2,14,16,train
16257,15-11-2012,4,1,11,2,0,4,1,2,0.26,0.2576,0.7,0.1642,0,7,7,train
16258,15-11-2012,4,1,11,3,0,4,1,2,0.26,0.2879,0.7,0.0896,0,2,2,train
16259,15-11-2012,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343,0,5,5,train
16260,15-11-2012,4,1,11,5,0,4,1,2,0.3,0.2879,0.61,0.2239,3,34,37,train
16261,15-11-2012,4,1,11,6,0,4,1,2,0.3,0.2879,0.65,0.2537,1,146,147,train
16262,15-11-2012,4,1,11,7,0,4,1,2,0.3,0.2879,0.65,0.194,7,403,410,train
16263,15-11-2012,4,1,11,8,0,4,1,2,0.3,0.2879,0.61,0.2239,21,625,646,train
16264,15-11-2012,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.194,17,306,323,train
16265,15-11-2012,4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,153,train
16266,15-11-2012,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343,28,138,166,train
16267,15-11-2012,4,1,11,12,0,4,1,2,0.36,0.3636,0.62,0.1045,29,184,213,train
16268,15-11-2012,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217,train
16269,15-11-2012,4,1,11,14,0,4,1,2,0.38,0.3939,0.54,0.1642,27,174,201,train
16270,15-11-2012,4,1,11,15,0,4,1,2,0.38,0.3939,0.58,0.1642,26,191,217,train
16271,15-11-2012,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.194,24,318,342,train
16272,15-11-2012,4,1,11,17,0,4,1,2,0.36,0.3485,0.57,0.2239,22,541,563,train
16273,15-11-2012,4,1,11,18,0,4,1,2,0.36,0.3485,0.57,0.194,10,563,573,train
16274,15-11-2012,4,1,11,19,0,4,1,2,0.34,0.3333,0.61,0.1343,11,375,386,train
16275,15-11-2012,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285,train
16276,15-11-2012,4,1,11,21,0,4,1,2,0.32,0.3333,0.66,0.1045,20,204,224,train
16277,15-11-2012,4,1,11,22,0,4,1,2,0.32,0.3182,0.66,0.1642,10,143,153,train
16278,15-11-2012,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,7,118,125,train
16279,16-11-2012,4,1,11,0,0,5,1,2,0.32,0.3333,0.66,0.1045,7,58,65,train
16280,16-11-2012,4,1,11,1,0,5,1,2,0.3,0.3182,0.65,0.0896,5,16,21,train
16281,16-11-2012,4,1,11,2,0,5,1,2,0.3,0.303,0.7,0.1642,0,9,9,train
16282,16-11-2012,4,1,11,3,0,5,1,2,0.3,0.303,0.65,0.1343,0,6,6,train
16283,16-11-2012,4,1,11,4,0,5,1,2,0.3,0.3182,0.65,0.1045,0,5,5,train
16284,16-11-2012,4,1,11,5,0,5,1,2,0.3,0.3182,0.65,0.0896,2,34,36,train
16285,16-11-2012,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130,train
16286,16-11-2012,4,1,11,7,0,5,1,2,0.3,0.303,0.61,0.1642,5,362,367,train
16287,16-11-2012,4,1,11,8,0,5,1,2,0.32,0.3333,0.57,0.1343,17,694,711,train
16288,16-11-2012,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,21,330,351,train
16289,16-11-2012,4,1,11,10,0,5,1,1,0.34,0.3333,0.53,0.194,33,165,198,train
16290,16-11-2012,4,1,11,11,0,5,1,1,0.38,0.3939,0.43,0.2239,33,185,218,train
16291,16-11-2012,4,1,11,12,0,5,1,1,0.4,0.4091,0.43,0.2836,28,262,290,train
16292,16-11-2012,4,1,11,13,0,5,1,1,0.42,0.4242,0.38,0.194,52,226,278,train
16293,16-11-2012,4,1,11,14,0,5,1,1,0.42,0.4242,0.35,0.1045,47,204,251,train
16294,16-11-2012,4,1,11,15,0,5,1,1,0.42,0.4242,0.38,0.1343,30,237,267,train
16295,16-11-2012,4,1,11,16,0,5,1,1,0.42,0.4242,0.35,0.2836,33,350,383,train
16296,16-11-2012,4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,41,539,580,train
16297,16-11-2012,4,1,11,18,0,5,1,1,0.34,0.3333,0.53,0.1642,22,483,505,train
16298,16-11-2012,4,1,11,19,0,5,1,1,0.36,0.3485,0.46,0.2239,26,306,332,train
16299,16-11-2012,4,1,11,20,0,5,1,1,0.36,0.3333,0.46,0.2537,20,207,227,train
16300,16-11-2012,4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,21,157,178,train
16301,16-11-2012,4,1,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,23,139,162,train
16302,16-11-2012,4,1,11,23,0,5,1,1,0.32,0.303,0.53,0.2239,14,114,128,train
16303,17-11-2012,4,1,11,0,0,6,0,1,0.3,0.303,0.52,0.1642,11,95,106,train
16304,17-11-2012,4,1,11,1,0,6,0,1,0.26,0.2576,0.6,0.194,13,74,87,train
16305,17-11-2012,4,1,11,2,0,6,0,1,0.26,0.2576,0.65,0.194,8,41,49,train
16306,17-11-2012,4,1,11,3,0,6,0,1,0.26,0.2576,0.65,0.194,2,19,21,train
16307,17-11-2012,4,1,11,4,0,6,0,1,0.24,0.2273,0.7,0.194,1,6,7,train
16308,17-11-2012,4,1,11,5,0,6,0,1,0.24,0.2424,0.7,0.1642,1,10,11,train
16309,17-11-2012,4,1,11,6,0,6,0,1,0.24,0.2273,0.7,0.2239,0,21,21,train
16310,17-11-2012,4,1,11,7,0,6,0,1,0.24,0.2273,0.7,0.194,8,70,78,train
16311,17-11-2012,4,1,11,8,0,6,0,1,0.26,0.2576,0.65,0.2239,30,138,168,train
16312,17-11-2012,4,1,11,9,0,6,0,1,0.34,0.3182,0.49,0.2239,48,200,248,train
16313,17-11-2012,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.2537,62,258,320,train
16314,17-11-2012,4,1,11,11,0,6,0,1,0.38,0.3939,0.43,0.194,80,343,423,train
16315,17-11-2012,4,1,11,12,0,6,0,1,0.4,0.4091,0.4,0.1642,117,359,476,train
16316,17-11-2012,4,1,11,13,0,6,0,1,0.42,0.4242,0.38,0.2537,179,346,525,train
16317,17-11-2012,4,1,11,14,0,6,0,1,0.42,0.4242,0.38,0.194,175,380,555,train
16318,17-11-2012,4,1,11,15,0,6,0,1,0.42,0.4242,0.35,0.2985,175,374,549,train
16319,17-11-2012,4,1,11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,144,325,469,train
16320,17-11-2012,4,1,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,101,302,403,train
16321,17-11-2012,4,1,11,18,0,6,0,1,0.36,0.3636,0.5,0.1045,34,237,271,train
16322,17-11-2012,4,1,11,19,0,6,0,1,0.34,0.3485,0.53,0.0896,45,208,253,train
16323,17-11-2012,4,1,11,20,0,6,0,2,0.34,0.3485,0.66,0.0896,30,142,172,train
16324,17-11-2012,4,1,11,21,0,6,0,2,0.32,0.3333,0.57,0.1045,15,124,139,train
16325,17-11-2012,4,1,11,22,0,6,0,2,0.32,0.3333,0.57,0.1045,15,130,145,train
16326,17-11-2012,4,1,11,23,0,6,0,2,0.3,0.3182,0.7,0.1045,19,114,133,train
16327,18-11-2012,4,1,11,0,0,0,0,2,0.3,0.303,0.7,0.1642,11,118,129,train
16328,18-11-2012,4,1,11,1,0,0,0,1,0.3,0.2879,0.7,0.194,14,81,95,train
16329,18-11-2012,4,1,11,2,0,0,0,1,0.28,0.2879,0.81,0.1045,8,65,73,train
16330,18-11-2012,4,1,11,3,0,0,0,2,0.3,0.303,0.81,0.1642,9,37,46,train
16331,18-11-2012,4,1,11,4,0,0,0,2,0.3,0.2879,0.81,0.194,4,8,12,train
16332,18-11-2012,4,1,11,5,0,0,0,1,0.28,0.2879,0.81,0.1343,5,7,12,train
16333,18-11-2012,4,1,11,6,0,0,0,1,0.28,0.2727,0.81,0.1642,2,13,15,train
16334,18-11-2012,4,1,11,7,0,0,0,1,0.28,0.2727,0.81,0.194,3,39,42,train
16335,18-11-2012,4,1,11,8,0,0,0,1,0.3,0.2879,0.75,0.2537,19,100,119,train
16336,18-11-2012,4,1,11,9,0,0,0,1,0.32,0.303,0.7,0.2537,49,155,204,train
16337,18-11-2012,4,1,11,10,0,0,0,1,0.34,0.303,0.66,0.2985,79,250,329,train
16338,18-11-2012,4,1,11,11,0,0,0,1,0.38,0.3939,0.62,0.2836,92,267,359,train
16339,18-11-2012,4,1,11,12,0,0,0,1,0.4,0.4091,0.62,0.2836,101,341,442,train
16340,18-11-2012,4,1,11,13,0,0,0,1,0.4,0.4091,0.62,0.3284,113,334,447,train
16341,18-11-2012,4,1,11,14,0,0,0,1,0.4,0.4091,0.62,0.2985,125,303,428,train
16342,18-11-2012,4,1,11,15,0,0,0,1,0.42,0.4242,0.54,0.2836,89,318,407,train
16343,18-11-2012,4,1,11,16,0,0,0,2,0.4,0.4091,0.62,0.3284,59,313,372,train
16344,18-11-2012,4,1,11,17,0,0,0,2,0.38,0.3939,0.66,0.2537,48,232,280,train
16345,18-11-2012,4,1,11,18,0,0,0,1,0.36,0.3485,0.66,0.2239,36,240,276,train
16346,18-11-2012,4,1,11,19,0,0,0,1,0.36,0.3485,0.66,0.1642,16,194,210,train
16347,18-11-2012,4,1,11,20,0,0,0,1,0.36,0.3485,0.66,0.1642,9,120,129,train
16348,18-11-2012,4,1,11,21,0,0,0,1,0.36,0.3333,0.66,0.2537,17,93,110,train
16349,18-11-2012,4,1,11,22,0,0,0,2,0.36,0.3333,0.66,0.2537,8,66,74,train
16350,18-11-2012,4,1,11,23,0,0,0,1,0.36,0.3485,0.66,0.2239,6,53,59,train
16351,19-11-2012,4,1,11,0,0,1,1,1,0.36,0.3485,0.66,0.2239,5,22,27,train
16352,19-11-2012,4,1,11,1,0,1,1,2,0.36,0.3485,0.66,0.2239,0,19,19,train
16353,19-11-2012,4,1,11,2,0,1,1,2,0.36,0.3333,0.66,0.2537,0,5,5,train
16354,19-11-2012,4,1,11,3,0,1,1,2,0.36,0.3485,0.66,0.2239,0,2,2,train
16355,19-11-2012,4,1,11,4,0,1,1,2,0.36,0.3485,0.66,0.2239,1,11,12,train
16356,19-11-2012,4,1,11,5,0,1,1,2,0.36,0.3485,0.66,0.2239,1,38,39,train
16357,19-11-2012,4,1,11,6,0,1,1,2,0.36,0.3333,0.66,0.2537,3,128,131,train
16358,19-11-2012,4,1,11,7,0,1,1,2,0.36,0.3333,0.66,0.2985,5,381,386,train
16359,19-11-2012,4,1,11,8,0,1,1,2,0.36,0.3333,0.66,0.2985,13,650,663,train
16360,19-11-2012,4,1,11,9,0,1,1,2,0.36,0.3333,0.66,0.2537,18,260,278,train
16361,19-11-2012,4,1,11,10,0,1,1,2,0.36,0.3333,0.66,0.2537,33,106,139,train
16362,19-11-2012,4,1,11,11,0,1,1,2,0.38,0.3939,0.66,0.2537,33,164,197,train
16363,19-11-2012,4,1,11,12,0,1,1,2,0.4,0.4091,0.62,0.2836,35,207,242,train
16364,19-11-2012,4,1,11,13,0,1,1,1,0.44,0.4394,0.54,0.2537,46,205,251,train
16365,19-11-2012,4,1,11,14,0,1,1,1,0.44,0.4394,0.54,0.2537,47,170,217,train
16366,19-11-2012,4,1,11,15,0,1,1,1,0.44,0.4394,0.54,0.194,44,213,257,train
16367,19-11-2012,4,1,11,16,0,1,1,1,0.42,0.4242,0.58,0.2537,55,325,380,train
16368,19-11-2012,4,1,11,17,0,1,1,2,0.42,0.4242,0.58,0.194,33,586,619,train
16369,19-11-2012,4,1,11,18,0,1,1,2,0.4,0.4091,0.58,0.2537,21,559,580,train
16370,19-11-2012,4,1,11,19,0,1,1,2,0.4,0.4091,0.58,0.2836,25,381,406,train
16371,19-11-2012,4,1,11,20,0,1,1,2,0.38,0.3939,0.62,0.2537,7,252,259,train
16372,19-11-2012,4,1,11,21,0,1,1,2,0.38,0.3939,0.54,0.2239,15,188,203,train
16373,19-11-2012,4,1,11,22,0,1,1,1,0.34,0.3485,0.66,0.1045,7,106,113,train
16374,19-11-2012,4,1,11,23,0,1,1,1,0.34,0.3485,0.66,0.1045,2,72,74,train
16638,01-12-2012,4,1,12,0,0,6,0,1,0.26,0.303,0.81,0,9,99,108,train
16639,01-12-2012,4,1,12,1,0,6,0,1,0.26,0.303,0.81,0,5,64,69,train
16640,01-12-2012,4,1,12,2,0,6,0,2,0.26,0.303,0.81,0,3,47,50,train
16641,01-12-2012,4,1,12,3,0,6,0,2,0.26,0.2727,0.81,0.1343,1,14,15,train
16642,01-12-2012,4,1,12,4,0,6,0,1,0.26,0.2879,0.81,0.0896,0,5,5,train
16643,01-12-2012,4,1,12,5,0,6,0,1,0.24,0.2576,0.87,0.0896,1,12,13,train
16644,01-12-2012,4,1,12,6,0,6,0,1,0.24,0.2424,0.87,0.1343,7,20,27,train
16645,01-12-2012,4,1,12,7,0,6,0,2,0.24,0.2424,0.87,0.1343,7,56,63,train
16646,01-12-2012,4,1,12,8,0,6,0,2,0.24,0.2424,0.87,0.1343,11,133,144,train
16647,01-12-2012,4,1,12,9,0,6,0,2,0.26,0.2424,0.93,0.2537,34,159,193,train
16648,01-12-2012,4,1,12,10,0,6,0,2,0.28,0.2727,0.89,0.1642,45,211,256,train
16649,01-12-2012,4,1,12,11,0,6,0,2,0.32,0.3333,0.76,0.1045,74,318,392,train
16650,01-12-2012,4,1,12,12,0,6,0,2,0.32,0.3333,0.81,0.0896,119,327,446,train
16651,01-12-2012,4,1,12,13,0,6,0,2,0.34,0.3636,0.76,0,123,386,509,train
16652,01-12-2012,4,1,12,14,0,6,0,2,0.36,0.3788,0.71,0,110,369,479,train
16653,01-12-2012,4,1,12,15,0,6,0,2,0.4,0.4091,0.62,0,113,371,484,train
16654,01-12-2012,4,1,12,16,0,6,0,2,0.38,0.3939,0.66,0,89,354,443,train
16655,01-12-2012,4,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,50,270,320,train
16656,01-12-2012,4,1,12,18,0,6,0,2,0.34,0.3636,0.76,0,42,255,297,train
16657,01-12-2012,4,1,12,19,0,6,0,2,0.32,0.3485,0.81,0,30,219,249,train
16658,01-12-2012,4,1,12,20,0,6,0,1,0.32,0.3485,0.81,0,28,170,198,train
16659,01-12-2012,4,1,12,21,0,6,0,2,0.3,0.3333,0.87,0,23,135,158,train
16660,01-12-2012,4,1,12,22,0,6,0,2,0.3,0.3333,0.87,0,17,130,147,train
16661,01-12-2012,4,1,12,23,0,6,0,2,0.32,0.3485,0.81,0,10,116,126,train
16662,02-12-2012,4,1,12,0,0,0,0,2,0.3,0.3182,0.87,0.0896,9,108,117,train
16663,02-12-2012,4,1,12,1,0,0,0,2,0.3,0.3182,0.87,0.0896,10,84,94,train
16664,02-12-2012,4,1,12,2,0,0,0,2,0.3,0.3333,0.87,0,2,72,74,train
16665,02-12-2012,4,1,12,3,0,0,0,2,0.26,0.303,0.93,0,4,21,25,train
16666,02-12-2012,4,1,12,4,0,0,0,2,0.26,0.303,0.93,0,1,6,7,train
16667,02-12-2012,4,1,12,5,0,0,0,2,0.26,0.303,0.93,0,1,7,8,train
16668,02-12-2012,4,1,12,6,0,0,0,2,0.24,0.2424,0.93,0.1343,1,15,16,train
16669,02-12-2012,4,1,12,7,0,0,0,2,0.24,0.2424,0.93,0.1343,5,26,31,train
16670,02-12-2012,4,1,12,8,0,0,0,2,0.26,0.2879,0.93,0.0896,12,81,93,train
16671,02-12-2012,4,1,12,9,0,0,0,2,0.28,0.2727,0.93,0.1642,37,135,172,train
16672,02-12-2012,4,1,12,10,0,0,0,2,0.3,0.3333,0.87,0,63,230,293,train
16673,02-12-2012,4,1,12,11,0,0,0,2,0.32,0.3182,0.81,0.1642,81,274,355,train
16674,02-12-2012,4,1,12,12,0,0,0,2,0.34,0.3333,0.81,0.1642,111,409,520,train
16675,02-12-2012,4,1,12,13,0,0,0,1,0.4,0.4091,0.71,0.2239,84,347,431,train
16676,02-12-2012,4,1,12,14,0,0,0,1,0.44,0.4394,0.62,0.2537,142,331,473,train
16677,02-12-2012,4,1,12,15,0,0,0,1,0.44,0.4394,0.67,0.1343,106,311,417,train
16678,02-12-2012,4,1,12,16,0,0,0,2,0.44,0.4394,0.67,0.1045,85,358,443,train
16679,02-12-2012,4,1,12,17,0,0,0,3,0.4,0.4091,0.76,0.194,59,244,303,train
16680,02-12-2012,4,1,12,18,0,0,0,2,0.44,0.4394,0.72,0.1045,25,178,203,train
16681,02-12-2012,4,1,12,19,0,0,0,2,0.4,0.4091,0.82,0.194,16,158,174,train
16682,02-12-2012,4,1,12,20,0,0,0,2,0.42,0.4242,0.82,0.194,12,142,154,train
16683,02-12-2012,4,1,12,21,0,0,0,2,0.44,0.4394,0.77,0.2239,8,91,99,train
16684,02-12-2012,4,1,12,22,0,0,0,2,0.44,0.4394,0.77,0.194,11,85,96,train
16685,02-12-2012,4,1,12,23,0,0,0,2,0.42,0.4242,0.82,0.1343,7,44,51,train
16686,03-12-2012,4,1,12,0,0,1,1,2,0.42,0.4242,0.82,0.1642,3,18,21,train
16687,03-12-2012,4,1,12,1,0,1,1,1,0.4,0.4091,0.82,0.1343,2,11,13,train
16688,03-12-2012,4,1,12,2,0,1,1,1,0.42,0.4242,0.77,0.1642,1,9,10,train
16689,03-12-2012,4,1,12,3,0,1,1,1,0.38,0.3939,0.87,0,2,6,8,train
16690,03-12-2012,4,1,12,4,0,1,1,1,0.36,0.3788,0.93,0,1,4,5,train
16691,03-12-2012,4,1,12,5,0,1,1,1,0.34,0.3485,0.93,0.0896,0,38,38,train
16692,03-12-2012,4,1,12,6,0,1,1,1,0.36,0.3788,0.93,0,2,136,138,train
16693,03-12-2012,4,1,12,7,0,1,1,2,0.34,0.3636,0.93,0,9,387,396,train
16694,03-12-2012,4,1,12,8,0,1,1,1,0.36,0.3788,0.93,0,19,712,731,train
16695,03-12-2012,4,1,12,9,0,1,1,1,0.4,0.4091,0.87,0.0896,19,289,308,train
16696,03-12-2012,4,1,12,10,0,1,1,1,0.44,0.4394,0.77,0.1343,31,105,136,train
16697,03-12-2012,4,1,12,11,0,1,1,1,0.48,0.4697,0.77,0.1343,51,182,233,train
16698,03-12-2012,4,1,12,12,0,1,1,1,0.52,0.5,0.68,0.1642,40,228,268,train
16699,03-12-2012,4,1,12,13,0,1,1,1,0.58,0.5455,0.56,0.0896,81,240,321,train
16700,03-12-2012,4,1,12,14,0,1,1,1,0.6,0.6212,0.53,0,51,209,260,train
16701,03-12-2012,4,1,12,15,0,1,1,1,0.6,0.6212,0.56,0,58,210,268,train
16702,03-12-2012,4,1,12,16,0,1,1,1,0.6,0.6212,0.53,0.1343,45,397,442,train
16703,03-12-2012,4,1,12,17,0,1,1,1,0.52,0.5,0.63,0.1045,43,665,708,train
16704,03-12-2012,4,1,12,18,0,1,1,1,0.5,0.4848,0.68,0.0896,26,666,692,train
16705,03-12-2012,4,1,12,19,0,1,1,1,0.5,0.4848,0.68,0.0896,27,444,471,train
16706,03-12-2012,4,1,12,20,0,1,1,2,0.46,0.4545,0.77,0,16,284,300,train
16707,03-12-2012,4,1,12,21,0,1,1,1,0.44,0.4394,0.82,0.194,14,207,221,train
16708,03-12-2012,4,1,12,22,0,1,1,1,0.42,0.4242,0.82,0.1045,5,139,144,train
16709,03-12-2012,4,1,12,23,0,1,1,1,0.42,0.4242,0.82,0.1045,9,93,102,train
16710,04-12-2012,4,1,12,0,0,2,1,1,0.42,0.4242,0.88,0.1045,6,49,55,train
16711,04-12-2012,4,1,12,1,0,2,1,1,0.42,0.4242,0.82,0.1045,3,22,25,train
16712,04-12-2012,4,1,12,2,0,2,1,1,0.42,0.4242,0.88,0.0896,3,5,8,train
16713,04-12-2012,4,1,12,3,0,2,1,2,0.4,0.4091,0.87,0.1343,1,3,4,train
16714,04-12-2012,4,1,12,4,0,2,1,2,0.4,0.4091,0.87,0.1343,0,7,7,train
16715,04-12-2012,4,1,12,5,0,2,1,2,0.44,0.4394,0.88,0,1,45,46,train
16716,04-12-2012,4,1,12,6,0,2,1,2,0.36,0.3788,0.93,0,3,150,153,train
16717,04-12-2012,4,1,12,7,0,2,1,1,0.42,0.4242,0.88,0.1343,7,495,502,train
16718,04-12-2012,4,1,12,8,0,2,1,2,0.44,0.4394,0.88,0.1642,21,700,721,train
16719,04-12-2012,4,1,12,9,0,2,1,1,0.46,0.4545,0.82,0.1045,19,317,336,train
16720,04-12-2012,4,1,12,10,0,2,1,1,0.46,0.4545,0.82,0.194,26,130,156,train
16721,04-12-2012,4,1,12,11,0,2,1,1,0.48,0.4697,0.77,0.194,24,183,207,train
16722,04-12-2012,4,1,12,12,0,2,1,1,0.52,0.5,0.68,0.194,39,273,312,train
16723,04-12-2012,4,1,12,13,0,2,1,2,0.54,0.5152,0.64,0.1642,39,233,272,train
16724,04-12-2012,4,1,12,14,0,2,1,2,0.58,0.5455,0.56,0.2239,39,231,270,train
16725,04-12-2012,4,1,12,15,0,2,1,2,0.6,0.6212,0.49,0.2537,56,244,300,train
16726,04-12-2012,4,1,12,16,0,2,1,1,0.58,0.5455,0.49,0.2836,44,391,435,train
16727,04-12-2012,4,1,12,17,0,2,1,1,0.52,0.5,0.59,0.2239,43,700,743,train
16728,04-12-2012,4,1,12,18,0,2,1,1,0.5,0.4848,0.63,0.2239,38,693,731,train
16729,04-12-2012,4,1,12,19,0,2,1,1,0.48,0.4697,0.67,0.2239,46,414,460,train
16730,04-12-2012,4,1,12,20,0,2,1,2,0.5,0.4848,0.63,0.2239,34,272,306,train
16731,04-12-2012,4,1,12,21,0,2,1,2,0.5,0.4848,0.63,0.2537,28,252,280,train
16732,04-12-2012,4,1,12,22,0,2,1,2,0.5,0.4848,0.63,0.2985,26,155,181,train
16733,04-12-2012,4,1,12,23,0,2,1,1,0.48,0.4697,0.67,0.2537,5,91,96,train
16734,05-12-2012,4,1,12,0,0,3,1,1,0.5,0.4848,0.59,0.2836,6,31,37,train
16735,05-12-2012,4,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,0,11,11,train
16736,05-12-2012,4,1,12,2,0,3,1,1,0.46,0.4545,0.67,0.1642,2,7,9,train
16737,05-12-2012,4,1,12,3,0,3,1,1,0.48,0.4697,0.67,0.1343,0,7,7,train
16738,05-12-2012,4,1,12,4,0,3,1,1,0.5,0.4848,0.63,0.4478,1,9,10,train
16739,05-12-2012,4,1,12,5,0,3,1,1,0.5,0.4848,0.59,0.2836,1,48,49,train
16740,05-12-2012,4,1,12,6,0,3,1,3,0.48,0.4697,0.55,0.3881,5,119,124,train
16741,05-12-2012,4,1,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985,9,389,398,train
16742,05-12-2012,4,1,12,8,0,3,1,2,0.44,0.4394,0.58,0.2836,22,737,759,train
16743,05-12-2012,4,1,12,9,0,3,1,2,0.44,0.4394,0.51,0.2239,26,362,388,train
16744,05-12-2012,4,1,12,10,0,3,1,2,0.44,0.4394,0.47,0.3582,14,127,141,train
16745,05-12-2012,4,1,12,11,0,3,1,1,0.44,0.4394,0.44,0.2836,11,161,172,train
16746,05-12-2012,4,1,12,12,0,3,1,1,0.44,0.4394,0.41,0.2836,24,208,232,train
16747,05-12-2012,4,1,12,13,0,3,1,1,0.46,0.4545,0.41,0.2836,14,200,214,train
16748,05-12-2012,4,1,12,14,0,3,1,1,0.48,0.4697,0.33,0.4925,39,179,218,train
16749,05-12-2012,4,1,12,15,0,3,1,1,0.48,0.4697,0.33,0.2836,20,265,285,train
16750,05-12-2012,4,1,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836,23,354,377,train
16751,05-12-2012,4,1,12,17,0,3,1,1,0.44,0.4394,0.35,0.2836,29,576,605,train
16752,05-12-2012,4,1,12,18,0,3,1,1,0.42,0.4242,0.35,0.4478,29,580,609,train
16753,05-12-2012,4,1,12,19,0,3,1,1,0.38,0.3939,0.43,0.3582,14,400,414,train
16754,05-12-2012,4,1,12,20,0,3,1,1,0.34,0.303,0.46,0.3881,19,274,293,train
16755,05-12-2012,4,1,12,21,0,3,1,1,0.34,0.303,0.46,0.4179,14,184,198,train
16756,05-12-2012,4,1,12,22,0,3,1,1,0.32,0.2879,0.45,0.3881,4,101,105,train
16757,05-12-2012,4,1,12,23,0,3,1,1,0.3,0.2727,0.49,0.3881,5,69,74,train
16758,06-12-2012,4,1,12,0,0,4,1,1,0.26,0.2424,0.48,0.2836,1,43,44,train
16759,06-12-2012,4,1,12,1,0,4,1,1,0.26,0.2424,0.48,0.2836,0,16,16,train
16760,06-12-2012,4,1,12,2,0,4,1,1,0.24,0.2121,0.52,0.2836,0,9,9,train
16761,06-12-2012,4,1,12,3,0,4,1,1,0.22,0.2273,0.55,0.194,0,2,2,train
16762,06-12-2012,4,1,12,4,0,4,1,1,0.22,0.2121,0.55,0.2985,1,8,9,train
16763,06-12-2012,4,1,12,5,0,4,1,1,0.22,0.2121,0.55,0.2836,0,32,32,train
16764,06-12-2012,4,1,12,6,0,4,1,1,0.22,0.2121,0.55,0.2985,2,122,124,train
16765,06-12-2012,4,1,12,7,0,4,1,1,0.22,0.2121,0.51,0.2985,8,381,389,train
16766,06-12-2012,4,1,12,8,0,4,1,1,0.22,0.2121,0.51,0.2985,13,646,659,train
16767,06-12-2012,4,1,12,9,0,4,1,1,0.24,0.2273,0.48,0.194,19,257,276,train
16768,06-12-2012,4,1,12,10,0,4,1,1,0.24,0.2273,0.52,0.194,23,122,145,train
16769,06-12-2012,4,1,12,11,0,4,1,1,0.26,0.2576,0.48,0.1642,16,162,178,train
16770,06-12-2012,4,1,12,12,0,4,1,1,0.28,0.3182,0.41,0,29,206,235,train
16771,06-12-2012,4,1,12,13,0,4,1,1,0.3,0.3333,0.39,0,33,212,245,train
16772,06-12-2012,4,1,12,14,0,4,1,1,0.3,0.3182,0.42,0.0896,37,175,212,train
16773,06-12-2012,4,1,12,15,0,4,1,1,0.32,0.3485,0.39,0,38,232,270,train
16774,06-12-2012,4,1,12,16,0,4,1,1,0.32,0.3485,0.42,0,39,292,331,train
